dataset,feature,pearson_mean_abs,pearson_max_abs,spearman_mean_abs,spearman_max_abs,rf_importance_raw,rf_importance_norm,redundancy_mean_abs,redundancy_max_abs,high_redundancy,spearman_pearson_gap,possible_nonlinear_relation,correlation_strength,physical_score,redundancy_penalty,dp_fsm_score,feature_level,selection_decision,rank
rea,rod_worth,0.6966497904930119,0.7817901420033477,0.7761659254704429,0.8045372001742628,0.5264661266533968,1.0,0.011173127243747291,0.013970459261226097,False,0.07951613497743104,False,0.7364078579817275,1.0,0.011173127243747291,0.8198050446701434,core,keep_core,1
rea,beta,0.5825713429845895,0.6213079476217059,0.5867237993316547,0.6280058451970074,0.4453382827949147,0.8459011135736503,0.005728997278899295,0.012723579870915156,False,0.004152456347065292,False,0.584647571158122,1.0,0.005728997278899295,0.7285917056916419,core,keep_core,2
rea,h_gap,0.06258626084625556,0.1125083461256555,0.05763825202165278,0.1182357054342773,0.013024654385419266,0.024739776646625838,0.014289510130213822,0.033193075892567765,False,0.004948008824602779,False,0.06011225643395417,0.0,0.014289510130213822,0.024026658911152615,low_priority,optional_drop_or_compare,3
rea,gamma_frac,0.017315112146555418,0.04050381697975444,0.019043223962159347,0.03481742472091855,0.015170936166269229,0.02881654753878807,0.016258945073534502,0.033193075892567765,False,0.001728111815603929,False,0.018179168054357382,0.0,0.016258945073534502,0.012472820170590185,low_priority,optional_drop_or_compare,4
