dataset,feature,grid_value,target,mean_prediction
powery,CR6,20.32044027887824,target_5,21962.794390307878
powery,CR6,20.32044027887824,target_6,22804.138776307263
powery,CR6,20.32044027887824,target_7,21144.916159239765
powery,CR6,20.32044027887824,target_8,17936.947652139075
powery,CR6,20.32044027887824,target_9,18093.453623519614
powery,CR6,20.32044027887824,target_10,18730.815265527588
powery,CR6,20.32044027887824,target_11,18768.168628774467
powery,CR6,20.32044027887824,target_12,19932.296929665627
powery,CR6,20.32044027887824,target_13,19283.846255028446
powery,CR6,20.32044027887824,target_14,18718.714795677988
powery,CR6,20.32044027887824,target_15,18984.926302908403
powery,CR6,20.32044027887824,target_16,18635.05593527032
powery,CR6,20.32044027887824,target_17,19533.980219364166
powery,CR6,20.32044027887824,target_18,18479.845401531944
powery,CR6,20.32044027887824,target_19,17710.036765285156
powery,CR6,20.32044027887824,target_20,17664.52685884056
powery,CR6,20.32044027887824,target_21,17467.581369464737
powery,CR6,20.32044027887824,target_22,18374.288174079178
powery,CR6,20.842280565822545,target_1,25929.07827694437
powery,CR6,20.842280565822545,target_2,22760.277808076284
powery,CR6,20.842280565822545,target_3,21636.426534608938
powery,CR6,20.842280565822545,target_4,22935.961556733
powery,CR6,20.842280565822545,target_5,21947.226719102677
powery,CR6,20.842280565822545,target_6,22799.231344449196
powery,CR6,20.842280565822545,target_7,21151.73474768631
powery,CR6,20.842280565822545,target_8,17946.325115564225
powery,CR6,20.842280565822545,target_9,18089.617050781395
powery,CR6,20.842280565822545,target_10,18720.279811797933
powery,CR6,20.842280565822545,target_11,18754.01193743171
powery,CR6,20.842280565822545,target_12,19915.51777971129
powery,CR6,20.842280565822545,target_13,19266.6117768683
powery,CR6,20.842280565822545,target_14,18701.666362063475
powery,CR6,20.842280565822545,target_15,18968.073212764924
powery,CR6,20.842280565822545,target_16,18622.025433012506
powery,CR6,20.842280565822545,target_17,19524.140192690076
powery,CR6,20.842280565822545,target_18,18475.773053066525
powery,CR6,20.842280565822545,target_19,17715.441609150814
powery,CR6,20.842280565822545,target_20,17713.842653941567
powery,CR6,20.842280565822545,target_21,17532.791035093178
powery,CR6,20.842280565822545,target_22,18426.04311521364
powery,CR6,21.36412085276685,target_1,25916.9006252951
powery,CR6,21.36412085276685,target_2,22758.653425285724
powery,CR6,21.36412085276685,target_3,21625.731846835544
powery,CR6,21.36412085276685,target_4,22918.30025567104
powery,CR6,21.36412085276685,target_5,21931.659047897483
powery,CR6,21.36412085276685,target_6,22794.323912591113
powery,CR6,21.36412085276685,target_7,21158.553336132856
powery,CR6,21.36412085276685,target_8,17955.70257898937
powery,CR6,21.36412085276685,target_9,18085.78047804317
powery,CR6,21.36412085276685,target_10,18709.74435806828
powery,CR6,21.36412085276685,target_11,18739.855246088955
powery,CR6,21.36412085276685,target_12,19898.73862975695
powery,CR6,21.36412085276685,target_13,19249.377298708157
powery,CR6,21.36412085276685,target_14,18684.617928448966
powery,CR6,21.36412085276685,target_15,18951.220122621446
powery,CR6,21.36412085276685,target_16,18608.994930754696
powery,CR6,21.36412085276685,target_17,19514.300166015983
powery,CR6,21.36412085276685,target_18,18471.7007046011
powery,CR6,21.36412085276685,target_19,17720.84645301647
powery,CR6,21.36412085276685,target_20,17763.15844904257
powery,CR6,21.36412085276685,target_21,17598.000700721615
powery,CR6,21.36412085276685,target_22,18477.79805634811
powery,CR6,21.885961139711156,target_1,25904.722973645818
powery,CR6,21.885961139711156,target_2,22757.029042495164
powery,CR6,21.885961139711156,target_3,21615.037159062154
powery,CR6,21.885961139711156,target_4,22900.638954609072
powery,CR6,21.885961139711156,target_5,21916.09137669228
powery,CR6,21.885961139711156,target_6,22789.416480733038
powery,CR6,21.885961139711156,target_7,21165.371924579405
powery,CR6,21.885961139711156,target_8,17965.080042414516
powery,CR6,21.885961139711156,target_9,18081.943905304946
powery,CR6,21.885961139711156,target_10,18699.208904338622
powery,CR6,21.885961139711156,target_11,18725.698554746203
powery,CR6,21.885961139711156,target_12,19881.959479802616
powery,CR6,21.885961139711156,target_13,19232.142820548015
powery,CR6,21.885961139711156,target_14,18667.569494834454
powery,CR6,21.885961139711156,target_15,18934.367032477963
powery,CR6,21.885961139711156,target_16,18595.964428496885
powery,CR6,21.885961139711156,target_17,19504.46013934189
powery,CR6,21.885961139711156,target_18,18467.62835613568
powery,CR6,21.885961139711156,target_19,17726.25129688212
powery,CR6,21.885961139711156,target_20,17812.47424414357
powery,CR6,21.885961139711156,target_21,17663.210366350053
powery,CR6,21.885961139711156,target_22,18529.552997482577
powery,CR6,22.40780142665546,target_1,25892.54532199654
powery,CR6,22.40780142665546,target_2,22755.404659704604
powery,CR6,22.40780142665546,target_3,21604.34247128876
powery,CR6,22.40780142665546,target_4,22882.977653547117
powery,CR6,22.40780142665546,target_5,21900.523705487085
powery,CR6,22.40780142665546,target_6,22784.509048874967
powery,CR6,22.40780142665546,target_7,21172.19051302595
powery,CR6,22.40780142665546,target_8,17974.457505839662
powery,CR6,22.40780142665546,target_9,18078.107332566724
powery,CR6,22.40780142665546,target_10,18688.673450608967
powery,CR6,22.40780142665546,target_11,18711.541863403447
powery,CR6,22.40780142665546,target_12,19865.18032984827
powery,CR6,22.40780142665546,target_13,19214.908342387873
powery,CR6,22.40780142665546,target_14,18650.521061219944
powery,CR6,22.40780142665546,target_15,18917.513942334484
powery,CR6,22.40780142665546,target_16,18582.93392623907
powery,CR6,22.40780142665546,target_17,19494.620112667795
powery,CR6,22.40780142665546,target_18,18463.556007670257
powery,CR6,22.40780142665546,target_19,17731.65614074778
powery,CR6,22.40780142665546,target_20,17861.790039244577
powery,CR6,22.40780142665546,target_21,17728.420031978487
powery,CR6,22.40780142665546,target_22,18581.307938617043
powery,CR6,22.929641713599764,target_1,25880.367670347263
powery,CR6,22.929641713599764,target_2,22753.780276914043
powery,CR6,22.929641713599764,target_3,21593.647783515364
powery,CR6,22.929641713599764,target_4,22865.316352485148
powery,CR6,22.929641713599764,target_5,21884.956034281884
powery,CR6,22.929641713599764,target_6,22779.60161701689
powery,CR6,22.929641713599764,target_7,21179.009101472497
powery,CR6,22.929641713599764,target_8,17983.834969264808
powery,CR6,22.929641713599764,target_9,18074.2707598285
powery,CR6,22.929641713599764,target_10,18678.137996879315
powery,CR6,22.929641713599764,target_11,18697.38517206069
powery,CR6,22.929641713599764,target_12,19848.401179893935
powery,CR6,22.929641713599764,target_13,19197.67386422773
powery,CR6,22.929641713599764,target_14,18633.47262760543
powery,CR6,22.929641713599764,target_15,18900.660852191002
powery,CR6,22.929641713599764,target_16,18569.903423981257
powery,CR6,22.929641713599764,target_17,19484.78008599371
powery,CR6,22.929641713599764,target_18,18459.483659204838
powery,CR6,22.929641713599764,target_19,17737.06098461343
powery,CR6,22.929641713599764,target_20,17911.10583434558
powery,CR6,22.929641713599764,target_21,17793.629697606924
powery,CR6,22.929641713599764,target_22,18633.06287975151
powery,CR6,23.45148200054407,target_1,25868.19001869799
powery,CR6,23.45148200054407,target_2,22752.155894123487
powery,CR6,23.45148200054407,target_3,21582.95309574197
powery,CR6,23.45148200054407,target_4,22847.65505142319
powery,CR6,23.45148200054407,target_5,21869.388363076687
powery,CR6,23.45148200054407,target_6,22774.694185158816
powery,CR6,23.45148200054407,target_7,21185.827689919042
powery,CR6,23.45148200054407,target_8,17993.212432689954
powery,CR6,23.45148200054407,target_9,18070.43418709028
powery,CR6,23.45148200054407,target_10,18667.60254314966
powery,CR6,23.45148200054407,target_11,18683.228480717935
powery,CR6,23.45148200054407,target_12,19831.622029939597
powery,CR6,23.45148200054407,target_13,19180.439386067585
powery,CR6,23.45148200054407,target_14,18616.42419399092
powery,CR6,23.45148200054407,target_15,18883.807762047523
powery,CR6,23.45148200054407,target_16,18556.872921723443
powery,CR6,23.45148200054407,target_17,19474.940059319615
powery,CR6,23.45148200054407,target_18,18455.41131073942
powery,CR6,23.45148200054407,target_19,17742.465828479086
powery,CR6,23.45148200054407,target_20,17960.421629446584
powery,CR6,23.45148200054407,target_21,17858.83936323536
powery,CR6,23.45148200054407,target_22,18684.81782088598
powery,CR6,23.973322287488372,target_1,25856.012367048716
powery,CR6,23.973322287488372,target_2,22750.531511332923
powery,CR6,23.973322287488372,target_3,21572.25840796858
powery,CR6,23.973322287488372,target_4,22829.993750361227
powery,CR6,23.973322287488372,target_5,21853.820691871486
powery,CR6,23.973322287488372,target_6,22769.78675330074
powery,CR6,23.973322287488372,target_7,21192.646278365588
powery,CR6,23.973322287488372,target_8,18002.589896115103
powery,CR6,23.973322287488372,target_9,18066.597614352057
powery,CR6,23.973322287488372,target_10,18657.067089420005
powery,CR6,23.973322287488372,target_11,18669.07178937518
powery,CR6,23.973322287488372,target_12,19814.842879985263
powery,CR6,23.973322287488372,target_13,19163.204907907442
powery,CR6,23.973322287488372,target_14,18599.37576037641
powery,CR6,23.973322287488372,target_15,18866.95467190404
powery,CR6,23.973322287488372,target_16,18543.842419465633
powery,CR6,23.973322287488372,target_17,19465.10003264552
powery,CR6,23.973322287488372,target_18,18451.338962273992
powery,CR6,23.973322287488372,target_19,17747.87067234474
powery,CR6,23.973322287488372,target_20,18009.737424547588
powery,CR6,23.973322287488372,target_21,17924.049028863803
powery,CR6,23.973322287488372,target_22,18736.572762020445
powery,CR6,24.49516257443268,target_1,25843.83471539944
powery,CR6,24.49516257443268,target_2,22748.907128542367
powery,CR6,24.49516257443268,target_3,21561.563720195187
powery,CR6,24.49516257443268,target_4,22812.332449299265
powery,CR6,24.49516257443268,target_5,21838.25302066629
powery,CR6,24.49516257443268,target_6,22764.879321442666
powery,CR6,24.49516257443268,target_7,21199.464866812137
powery,CR6,24.49516257443268,target_8,18011.96735954025
powery,CR6,24.49516257443268,target_9,18062.761041613834
powery,CR6,24.49516257443268,target_10,18646.53163569035
powery,CR6,24.49516257443268,target_11,18654.915098032423
powery,CR6,24.49516257443268,target_12,19798.06373003092
powery,CR6,24.49516257443268,target_13,19145.9704297473
powery,CR6,24.49516257443268,target_14,18582.327326761897
powery,CR6,24.49516257443268,target_15,18850.101581760562
powery,CR6,24.49516257443268,target_16,18530.811917207815
powery,CR6,24.49516257443268,target_17,19455.260005971428
powery,CR6,24.49516257443268,target_18,18447.266613808573
powery,CR6,24.49516257443268,target_19,17753.2755162104
powery,CR6,24.49516257443268,target_20,18059.05321964859
powery,CR6,24.49516257443268,target_21,17989.258694492237
powery,CR6,24.49516257443268,target_22,18788.32770315491
powery,CR6,25.017002861376984,target_1,25831.657063750157
powery,CR6,25.017002861376984,target_2,22747.282745751803
powery,CR6,25.017002861376984,target_3,21550.869032421793
powery,CR6,25.017002861376984,target_4,22794.671148237303
powery,CR6,25.017002861376984,target_5,21822.68534946109
powery,CR6,25.017002861376984,target_6,22759.97188958459
powery,CR6,25.017002861376984,target_7,21206.283455258683
powery,CR6,25.017002861376984,target_8,18021.3448229654
powery,CR6,25.017002861376984,target_9,18058.924468875608
powery,CR6,25.017002861376984,target_10,18635.996181960694
powery,CR6,25.017002861376984,target_11,18640.758406689667
powery,CR6,25.017002861376984,target_12,19781.284580076583
powery,CR6,25.017002861376984,target_13,19128.735951587158
powery,CR6,25.017002861376984,target_14,18565.278893147384
powery,CR6,25.017002861376984,target_15,18833.24849161708
powery,CR6,25.017002861376984,target_16,18517.78141495
powery,CR6,25.017002861376984,target_17,19445.419979297338
powery,CR6,25.017002861376984,target_18,18443.19426534315
powery,CR6,25.017002861376984,target_19,17758.68036007605
powery,CR6,25.017002861376984,target_20,18108.369014749598
powery,CR6,25.017002861376984,target_21,18054.468360120674
powery,CR6,25.017002861376984,target_22,18840.082644289378
powery,CR6,25.538843148321288,target_1,25819.47941210089
powery,CR6,25.538843148321288,target_2,22745.658362961243
powery,CR6,25.538843148321288,target_3,21540.174344648403
powery,CR6,25.538843148321288,target_4,22777.00984717534
powery,CR6,25.538843148321288,target_5,21807.11767825589
powery,CR6,25.538843148321288,target_6,22755.064457726516
powery,CR6,25.538843148321288,target_7,21213.10204370523
powery,CR6,25.538843148321288,target_8,18030.722286390544
powery,CR6,25.538843148321288,target_9,18055.087896137386
powery,CR6,25.538843148321288,target_10,18625.46072823104
powery,CR6,25.538843148321288,target_11,18626.60171534691
powery,CR6,25.538843148321288,target_12,19764.505430122244
powery,CR6,25.538843148321288,target_13,19111.501473427008
powery,CR6,25.538843148321288,target_14,18548.230459532875
powery,CR6,25.538843148321288,target_15,18816.3954014736
powery,CR6,25.538843148321288,target_16,18504.75091269219
powery,CR6,25.538843148321288,target_17,19435.579952623244
powery,CR6,25.538843148321288,target_18,18439.12191687773
powery,CR6,25.538843148321288,target_19,17764.085203941708
powery,CR6,25.538843148321288,target_20,18157.684809850598
powery,CR6,25.538843148321288,target_21,18119.678025749112
powery,CR6,25.538843148321288,target_22,18891.837585423844
powery,CR6,26.060683435265595,target_1,25807.301760451614
powery,CR6,26.060683435265595,target_2,22744.033980170683
powery,CR6,26.060683435265595,target_3,21529.479656875003
powery,CR6,26.060683435265595,target_4,22759.348546113382
powery,CR6,26.060683435265595,target_5,21791.550007050693
powery,CR6,26.060683435265595,target_6,22750.157025868437
powery,CR6,26.060683435265595,target_7,21219.920632151774
powery,CR6,26.060683435265595,target_8,18040.09974981569
powery,CR6,26.060683435265595,target_9,18051.251323399163
powery,CR6,26.060683435265595,target_10,18614.925274501387
powery,CR6,26.060683435265595,target_11,18612.445024004155
powery,CR6,26.060683435265595,target_12,19747.72628016791
powery,CR6,26.060683435265595,target_13,19094.266995266866
powery,CR6,26.060683435265595,target_14,18531.182025918366
powery,CR6,26.060683435265595,target_15,18799.542311330122
powery,CR6,26.060683435265595,target_16,18491.720410434376
powery,CR6,26.060683435265595,target_17,19425.73992594915
powery,CR6,26.060683435265595,target_18,18435.049568412313
powery,CR6,26.060683435265595,target_19,17769.49004780736
powery,CR6,26.060683435265595,target_20,18207.000604951605
powery,CR6,26.060683435265595,target_21,18184.887691377553
powery,CR6,26.060683435265595,target_22,18943.592526558314
powery,CR6,26.5825237222099,target_1,25795.12410880233
powery,CR6,26.5825237222099,target_2,22742.40959738013
powery,CR6,26.5825237222099,target_3,21518.784969101613
powery,CR6,26.5825237222099,target_4,22741.68724505142
powery,CR6,26.5825237222099,target_5,21775.982335845492
powery,CR6,26.5825237222099,target_6,22745.24959401036
powery,CR6,26.5825237222099,target_7,21226.73922059832
powery,CR6,26.5825237222099,target_8,18049.477213240836
powery,CR6,26.5825237222099,target_9,18047.41475066094
powery,CR6,26.5825237222099,target_10,18604.38982077173
powery,CR6,26.5825237222099,target_11,18598.2883326614
powery,CR6,26.5825237222099,target_12,19730.947130213564
powery,CR6,26.5825237222099,target_13,19077.032517106723
powery,CR6,26.5825237222099,target_14,18514.133592303853
powery,CR6,26.5825237222099,target_15,18782.689221186636
powery,CR6,26.5825237222099,target_16,18478.689908176562
powery,CR6,26.5825237222099,target_17,19415.89989927506
powery,CR6,26.5825237222099,target_18,18430.977219946886
powery,CR6,26.5825237222099,target_19,17774.894891673015
powery,CR6,26.5825237222099,target_20,18256.31640005261
powery,CR6,26.5825237222099,target_21,18250.09735700599
powery,CR6,26.5825237222099,target_22,18995.347467692784
powery,CR6,27.104364009154203,target_1,25782.946457153055
powery,CR6,27.104364009154203,target_2,22740.785214589563
powery,CR6,27.104364009154203,target_3,21508.09028132822
powery,CR6,27.104364009154203,target_4,22724.025943989454
powery,CR6,27.104364009154203,target_5,21760.414664640295
powery,CR6,27.104364009154203,target_6,22740.342162152287
powery,CR6,27.104364009154203,target_7,21233.55780904487
powery,CR6,27.104364009154203,target_8,18058.854676665982
powery,CR6,27.104364009154203,target_9,18043.578177922718
powery,CR6,27.104364009154203,target_10,18593.854367042073
powery,CR6,27.104364009154203,target_11,18584.131641318643
powery,CR6,27.104364009154203,target_12,19714.16798025923
powery,CR6,27.104364009154203,target_13,19059.79803894658
powery,CR6,27.104364009154203,target_14,18497.085158689344
powery,CR6,27.104364009154203,target_15,18765.836131043157
powery,CR6,27.104364009154203,target_16,18465.65940591875
powery,CR6,27.104364009154203,target_17,19406.059872600967
powery,CR6,27.104364009154203,target_18,18426.904871481467
powery,CR6,27.104364009154203,target_19,17780.299735538672
powery,CR6,27.104364009154203,target_20,18305.632195153612
powery,CR6,27.104364009154203,target_21,18315.307022634424
powery,CR6,27.104364009154203,target_22,19047.10240882725
powery,CR6,27.626204296098507,target_1,25770.76880550379
powery,CR6,27.626204296098507,target_2,22739.16083179901
powery,CR6,27.626204296098507,target_3,21497.395593554826
powery,CR6,27.626204296098507,target_4,22706.364642927496
powery,CR6,27.626204296098507,target_5,21744.846993435094
powery,CR6,27.626204296098507,target_6,22735.434730294215
powery,CR6,27.626204296098507,target_7,21240.376397491415
powery,CR6,27.626204296098507,target_8,18068.232140091128
powery,CR6,27.626204296098507,target_9,18039.741605184492
powery,CR6,27.626204296098507,target_10,18583.318913312418
powery,CR6,27.626204296098507,target_11,18569.97494997589
powery,CR6,27.626204296098507,target_12,19697.38883030489
powery,CR6,27.626204296098507,target_13,19042.56356078644
powery,CR6,27.626204296098507,target_14,18480.03672507483
powery,CR6,27.626204296098507,target_15,18748.983040899675
powery,CR6,27.626204296098507,target_16,18452.628903660938
powery,CR6,27.626204296098507,target_17,19396.219845926877
powery,CR6,27.626204296098507,target_18,18422.832523016044
powery,CR6,27.626204296098507,target_19,17785.704579404326
powery,CR6,27.626204296098507,target_20,18354.947990254615
powery,CR6,27.626204296098507,target_21,18380.516688262866
powery,CR6,27.626204296098507,target_22,19098.857349961716
powery,CR2,20.695267992946714,target_1,25898.054499963848
powery,CR2,20.695267992946714,target_2,22797.739478163952
powery,CR2,20.695267992946714,target_3,21527.029596533383
powery,CR2,20.695267992946714,target_4,22839.22433203919
powery,CR2,20.695267992946714,target_5,21941.94433968817
powery,CR2,20.695267992946714,target_6,22897.002727624335
powery,CR2,20.695267992946714,target_7,21312.209995670673
powery,CR2,20.695267992946714,target_8,18037.637851592895
powery,CR2,20.695267992946714,target_9,18032.14952513301
powery,CR2,20.695267992946714,target_10,18318.5431579683
powery,CR2,20.695267992946714,target_11,18212.675631333343
powery,CR2,20.695267992946714,target_12,19420.908728028033
powery,CR2,20.695267992946714,target_13,19072.47930908587
powery,CR2,20.695267992946714,target_14,18620.291730838133
powery,CR2,20.695267992946714,target_15,18944.877683316303
powery,CR2,20.695267992946714,target_16,18654.12023166254
powery,CR2,20.695267992946714,target_17,19595.438769466306
powery,CR2,20.695267992946714,target_18,18583.466015117483
powery,CR2,20.695267992946714,target_19,17879.96635580441
powery,CR2,20.695267992946714,target_20,18134.70560183666
powery,CR2,20.695267992946714,target_21,18024.47238940821
powery,CR2,20.695267992946714,target_22,18815.464577582105
powery,CR2,21.188310750039925,target_1,25891.86229510695
powery,CR2,21.188310750039925,target_2,22790.746401244203
powery,CR2,21.188310750039925,target_3,21533.770181915053
powery,CR2,21.188310750039925,target_4,22837.91457577598
powery,CR2,21.188310750039925,target_5,21928.931915772595
powery,CR2,21.188310750039925,target_6,22878.159552416346
powery,CR2,21.188310750039925,target_7,21294.46230579688
powery,CR2,21.188310750039925,target_8,18032.410929250498
powery,CR2,21.188310750039925,target_9,18037.26911647934
powery,CR2,21.188310750039925,target_10,18368.76353686538
powery,CR2,21.188310750039925,target_11,18280.382321592977
powery,CR2,21.188310750039925,target_12,19479.3642801469
powery,CR2,21.188310750039925,target_13,19085.98640756356
powery,CR2,21.188310750039925,target_14,18617.247607313693
powery,CR2,21.188310750039925,target_15,18933.381749214444
powery,CR2,21.188310750039925,target_16,18637.81507782331
powery,CR2,21.188310750039925,target_17,19576.149033910842
powery,CR2,21.188310750039925,target_18,18563.892010441763
powery,CR2,21.188310750039925,target_19,17860.36552624756
powery,CR2,21.188310750039925,target_20,18116.015573049266
powery,CR2,21.188310750039925,target_21,18009.368286697903
powery,CR2,21.188310750039925,target_22,18803.59716191513
powery,CR2,21.68135350713314,target_1,25885.670090250045
powery,CR2,21.68135350713314,target_2,22783.753324324447
powery,CR2,21.68135350713314,target_3,21540.51076729672
powery,CR2,21.68135350713314,target_4,22836.604819512766
powery,CR2,21.68135350713314,target_5,21915.91949185702
powery,CR2,21.68135350713314,target_6,22859.316377208346
powery,CR2,21.68135350713314,target_7,21276.714615923083
powery,CR2,21.68135350713314,target_8,18027.1840069081
powery,CR2,21.68135350713314,target_9,18042.388707825674
powery,CR2,21.68135350713314,target_10,18418.983915762456
powery,CR2,21.68135350713314,target_11,18348.089011852608
powery,CR2,21.68135350713314,target_12,19537.819832265774
powery,CR2,21.68135350713314,target_13,19099.493506041246
powery,CR2,21.68135350713314,target_14,18614.203483789257
powery,CR2,21.68135350713314,target_15,18921.885815112586
powery,CR2,21.68135350713314,target_16,18621.509923984086
powery,CR2,21.68135350713314,target_17,19556.859298355383
powery,CR2,21.68135350713314,target_18,18544.318005766043
powery,CR2,21.68135350713314,target_19,17840.76469669071
powery,CR2,21.68135350713314,target_20,18097.325544261876
powery,CR2,21.68135350713314,target_21,17994.264183987594
powery,CR2,21.68135350713314,target_22,18791.729746248162
powery,CR2,22.17439626422635,target_1,25879.477885393146
powery,CR2,22.17439626422635,target_2,22776.760247404698
powery,CR2,22.17439626422635,target_3,21547.251352678384
powery,CR2,22.17439626422635,target_4,22835.295063249552
powery,CR2,22.17439626422635,target_5,21902.907067941436
powery,CR2,22.17439626422635,target_6,22840.473202000343
powery,CR2,22.17439626422635,target_7,21258.96692604929
powery,CR2,22.17439626422635,target_8,18021.957084565704
powery,CR2,22.17439626422635,target_9,18047.508299172012
powery,CR2,22.17439626422635,target_10,18469.204294659532
powery,CR2,22.17439626422635,target_11,18415.795702112242
powery,CR2,22.17439626422635,target_12,19596.27538438464
powery,CR2,22.17439626422635,target_13,19113.000604518937
powery,CR2,22.17439626422635,target_14,18611.15936026482
powery,CR2,22.17439626422635,target_15,18910.389881010728
powery,CR2,22.17439626422635,target_16,18605.20477014486
powery,CR2,22.17439626422635,target_17,19537.569562799916
powery,CR2,22.17439626422635,target_18,18524.744001090323
powery,CR2,22.17439626422635,target_19,17821.163867133862
powery,CR2,22.17439626422635,target_20,18078.63551547448
powery,CR2,22.17439626422635,target_21,17979.16008127729
powery,CR2,22.17439626422635,target_22,18779.862330581193
powery,CR2,22.66743902131956,target_1,25873.285680536243
powery,CR2,22.66743902131956,target_2,22769.76717048494
powery,CR2,22.66743902131956,target_3,21553.991938060048
powery,CR2,22.66743902131956,target_4,22833.985306986346
powery,CR2,22.66743902131956,target_5,21889.894644025862
powery,CR2,22.66743902131956,target_6,22821.630026792347
powery,CR2,22.66743902131956,target_7,21241.219236175497
powery,CR2,22.66743902131956,target_8,18016.730162223303
powery,CR2,22.66743902131956,target_9,18052.627890518343
powery,CR2,22.66743902131956,target_10,18519.424673556605
powery,CR2,22.66743902131956,target_11,18483.50239237187
powery,CR2,22.66743902131956,target_12,19654.730936503507
powery,CR2,22.66743902131956,target_13,19126.507702996623
powery,CR2,22.66743902131956,target_14,18608.11523674039
powery,CR2,22.66743902131956,target_15,18898.893946908865
powery,CR2,22.66743902131956,target_16,18588.899616305636
powery,CR2,22.66743902131956,target_17,19518.279827244456
powery,CR2,22.66743902131956,target_18,18505.169996414603
powery,CR2,22.66743902131956,target_19,17801.563037577016
powery,CR2,22.66743902131956,target_20,18059.945486687087
powery,CR2,22.66743902131956,target_21,17964.055978566987
powery,CR2,22.66743902131956,target_22,18767.99491491422
powery,CR2,23.160481778412773,target_1,25867.09347567934
powery,CR2,23.160481778412773,target_2,22762.774093565193
powery,CR2,23.160481778412773,target_3,21560.732523441715
powery,CR2,23.160481778412773,target_4,22832.675550723132
powery,CR2,23.160481778412773,target_5,21876.882220110285
powery,CR2,23.160481778412773,target_6,22802.78685158435
powery,CR2,23.160481778412773,target_7,21223.471546301702
powery,CR2,23.160481778412773,target_8,18011.50323988091
powery,CR2,23.160481778412773,target_9,18057.747481864677
powery,CR2,23.160481778412773,target_10,18569.645052453685
powery,CR2,23.160481778412773,target_11,18551.2090826315
powery,CR2,23.160481778412773,target_12,19713.18648862238
powery,CR2,23.160481778412773,target_13,19140.014801474317
powery,CR2,23.160481778412773,target_14,18605.07111321595
powery,CR2,23.160481778412773,target_15,18887.39801280701
powery,CR2,23.160481778412773,target_16,18572.594462466415
powery,CR2,23.160481778412773,target_17,19498.990091688993
powery,CR2,23.160481778412773,target_18,18485.595991738883
powery,CR2,23.160481778412773,target_19,17781.962208020166
powery,CR2,23.160481778412773,target_20,18041.255457899697
powery,CR2,23.160481778412773,target_21,17948.951875856677
powery,CR2,23.160481778412773,target_22,18756.127499247254
powery,CR2,23.653524535505984,target_1,25860.90127082244
powery,CR2,23.653524535505984,target_2,22755.78101664544
powery,CR2,23.653524535505984,target_3,21567.473108823382
powery,CR2,23.653524535505984,target_4,22831.36579445992
powery,CR2,23.653524535505984,target_5,21863.869796194704
powery,CR2,23.653524535505984,target_6,22783.943676376362
powery,CR2,23.653524535505984,target_7,21205.723856427907
powery,CR2,23.653524535505984,target_8,18006.276317538508
powery,CR2,23.653524535505984,target_9,18062.86707321101
powery,CR2,23.653524535505984,target_10,18619.86543135076
powery,CR2,23.653524535505984,target_11,18618.915772891134
powery,CR2,23.653524535505984,target_12,19771.642040741248
powery,CR2,23.653524535505984,target_13,19153.521899952004
powery,CR2,23.653524535505984,target_14,18602.026989691512
powery,CR2,23.653524535505984,target_15,18875.90207870515
powery,CR2,23.653524535505984,target_16,18556.289308627187
powery,CR2,23.653524535505984,target_17,19479.70035613353
powery,CR2,23.653524535505984,target_18,18466.02198706316
powery,CR2,23.653524535505984,target_19,17762.36137846332
powery,CR2,23.653524535505984,target_20,18022.565429112303
powery,CR2,23.653524535505984,target_21,17933.84777314637
powery,CR2,23.653524535505984,target_22,18744.260083580284
powery,CR2,24.146567292599194,target_1,25854.70906596554
powery,CR2,24.146567292599194,target_2,22748.787939725687
powery,CR2,24.146567292599194,target_3,21574.213694205046
powery,CR2,24.146567292599194,target_4,22830.05603819671
powery,CR2,24.146567292599194,target_5,21850.85737227913
powery,CR2,24.146567292599194,target_6,22765.10050116836
powery,CR2,24.146567292599194,target_7,21187.976166554112
powery,CR2,24.146567292599194,target_8,18001.04939519611
powery,CR2,24.146567292599194,target_9,18067.986664557342
powery,CR2,24.146567292599194,target_10,18670.085810247838
powery,CR2,24.146567292599194,target_11,18686.62246315077
powery,CR2,24.146567292599194,target_12,19830.097592860115
powery,CR2,24.146567292599194,target_13,19167.02899842969
powery,CR2,24.146567292599194,target_14,18598.982866167076
powery,CR2,24.146567292599194,target_15,18864.40614460329
powery,CR2,24.146567292599194,target_16,18539.984154787966
powery,CR2,24.146567292599194,target_17,19460.410620578066
powery,CR2,24.146567292599194,target_18,18446.447982387443
powery,CR2,24.146567292599194,target_19,17742.76054890647
powery,CR2,24.146567292599194,target_20,18003.875400324912
powery,CR2,24.146567292599194,target_21,17918.743670436066
powery,CR2,24.146567292599194,target_22,18732.39266791331
powery,CR2,24.639610049692408,target_1,25848.516861108634
powery,CR2,24.639610049692408,target_2,22741.79486280594
powery,CR2,24.639610049692408,target_3,21580.954279586716
powery,CR2,24.639610049692408,target_4,22828.746281933494
powery,CR2,24.639610049692408,target_5,21837.844948363552
powery,CR2,24.639610049692408,target_6,22746.25732596037
powery,CR2,24.639610049692408,target_7,21170.22847668032
powery,CR2,24.639610049692408,target_8,17995.822472853713
powery,CR2,24.639610049692408,target_9,18073.10625590368
powery,CR2,24.639610049692408,target_10,18720.306189144914
powery,CR2,24.639610049692408,target_11,18754.329153410396
powery,CR2,24.639610049692408,target_12,19888.553144978985
powery,CR2,24.639610049692408,target_13,19180.536096907384
powery,CR2,24.639610049692408,target_14,18595.938742642636
powery,CR2,24.639610049692408,target_15,18852.91021050143
